time (UTC),hex,callsign,latitude,longitude,Altitude (ft AMSL),squawk,Ground speed (kts),track,Vertical speed (fpm)
2018-10-28 23:30:47Z.772,0x8a0711,LNI610,-5.88225,107.04699,5350,1742,325,64,384
2018-10-28 23:30:48Z.112,0x8a0711,LNI610,-5.88139,107.04906,5325,1742,324,65,448
2018-10-28 23:30:51Z.436,0x8a0711,LNI610,-5.87964,107.0532,5375,1742,323,66,512
2018-10-28 23:30:54Z.186,0x8a0711,LNI610,-5.87783,107.05746,5450,1742,321,67,832
2018-10-28 23:30:55Z.153,0x8a0711,LNI610  ,-5.87806,107.05694,5425,1742,324,66,512
2018-10-28 23:30:57Z.514,0x8a0711,LNI610,-5.87587,107.06196,5475,1742,319,66,384
2018-10-28 23:31:00Z.066,0x8a0711,LNI610,-5.87439,107.06549,5475,1742,318,66,-256
2018-10-28 23:31:03Z.222,0x8a0711,LNI610,-5.87247,107.06982,5475,1742,318,66,-512
2018-10-28 23:31:03Z.364,0x8a0711,LNI610,-5.909,107.00451,5075,1742,319,53,-1024
2018-10-28 23:31:03Z.876,0x8a0711,LNI610,-5.93669,106.95926,5125,1742,318,66,-512
2018-10-28 23:31:05Z.896,0x8a0711,LNI610,-5.87098,107.07304,5450,1742,318,66,-1152
2018-10-28 23:31:06Z.858,0x8a0711,LNI610,-5.87042,107.07427,5400,1742,318,65,-1600
2018-10-28 23:31:07Z.792,0x8a0711,LNI610,-5.93669,106.95926,5400,1742,318,65,-1664
2018-10-28 23:31:09Z.196,0x8a0711,LNI610,-5.909,107.00451,5375,1742,318,64,-2048
2018-10-28 23:31:09Z.662,0x8a0711,LNI610,-5.86921,107.07664,5375,1742,318,64,-2048
2018-10-28 23:31:09Z.830,0x8a0711,LNI610,-5.86858,107.07787,5250,1742,319,63,-2432
2018-10-28 23:31:10Z.144,0x8a0711,LNI610  ,-5.87098,107.07304,5450,1742,324,66,512
2018-10-28 23:31:12Z.516,0x8a0711,LNI610,-5.86665,107.08141,5150,1742,322,61,-2240
2018-10-28 23:31:12Z.744,0x8a0711,LNI610,-5.86623,107.08208,5125,1742,322,61,-2240
2018-10-28 23:31:13Z.774,0x8a0711,LNI610,-5.93669,106.95926,5075,1742,318,65,-1664
2018-10-28 23:31:14Z.196,0x8a0711,LNI610,-5.909,107.00451,5075,1742,323,60,-1920
2018-10-28 23:31:15Z.166,0x8a0711,LNI610  ,-5.86623,107.08208,5125,1742,322,62,-2240
2018-10-28 23:31:15Z.410,0x8a0711,LNI610,-5.86386,107.08578,5025,1742,326,59,-1280
2018-10-28 23:31:18Z.448,0x8a0711,LNI610,-5.86121,107.08952,5050,1742,327,55,-1024
2018-10-28 23:31:19Z.810,0x8a0711,LNI610,-5.86121,107.08952,5050,1742,326,58,-1088
2018-10-28 23:31:21Z.924,0x8a0711,LNI610,-5.93669,106.95926,5000,1742,328,52,-1344
2018-10-28 23:31:22Z.138,0x8a0711,LNI610,-5.85851,107.09283,4975,1742,328,52,-1344
2018-10-28 23:31:24Z.114,0x8a0711,LNI610,-5.85595,107.09567,4900,1742,328,53,-1216
2018-10-28 23:31:24Z.232,0x8a0711,LNI610,-5.85535,107.09621,4875,1742,329,48,-1728
2018-10-28 23:31:25Z.166,0x8a0711,LNI610  ,-5.85595,107.09567,4900,1742,322,62,-2240
2018-10-28 23:31:28Z.486,0x8a0711,LNI610,-5.85168,107.09975,4775,1742,332,45,-768
2018-10-28 23:31:31Z.264,0x8a0711,LNI610,-5.84848,107.10246,4850,1742,332,41,-576
2018-10-28 23:31:33Z.208,0x8a0711,LNI610,-5.84477,107.10533,4850,1742,334,38,-1216
2018-10-28 23:31:34Z.462,0x8a0711,LNI610,-5.84418,107.1058,4850,1742,328,53,-1216
2018-10-28 23:31:35Z.150,0x8a0711,LNI610  ,-5.84418,107.10581,4850,1742,322,62,-2240
2018-10-28 23:31:36Z.614,0x8a0711,LNI610,-5.84074,107.10828,4775,1742,335,36,-3136
2018-10-28 23:31:39Z.954,0x8a0711,LNI610,-5.83676,107.11111,4575,1742,338,35,-6912
2018-10-28 23:31:40Z.136,0x8a0711,LNI610,-5.83626,107.11149,4625,1742,338,35,-6912
2018-10-28 23:31:40Z.136,0x8a0711,LNI610,-5.83626,107.11149,4625,1742,338,35,-6912
2018-10-28 23:31:42Z.258,0x8a0711,LNI610,-5.83309,107.11376,3900,1742,340,35,-9216
2018-10-28 23:31:45Z.159,0x8a0711,LNI610  ,-5.8296,107.11618,3650,1742,345,35,7424
2018-10-28 23:31:45Z.232,0x8a0711,LNI610,-5.82884,107.1167,3700,1742,360,34,-8768
2018-10-28 23:31:48Z.180,0x8a0711,LNI610,-5.82683,107.1181,3350,1742,367,34,-10496
2018-10-28 23:31:48Z.300,0x8a0711,LNI610,-5.82522,107.11921,3200,1742,373,34,-11584
2018-10-28 23:31:48Z.396,0x8a0711,LNI610,-5.82431,107.11982,3100,1742,377,34,-13248
2018-10-28 23:31:51Z.024,0x8a0711,LNI610,-5.82061,107.12238,2500,1742,382,34,-16896
2018-10-28 23:31:54Z.392,0x8a0711,LNI610,-5.8161,107.12541,1450,1742,383,34,-26560
2018-10-28 23:31:56Z.030,0x8a0711,LNI610,-5.81346,107.12698,425,1742,360,33,-30976
